ticker_symbol,period_ending,accounts_payable,accounts_receivable,add'l_income/expense_items,after_tax_roe,capital_expenditures,capital_surplus,cash_ratio,cash_and_cash_equivalents,changes_in_inventories,common_stocks,cost_of_revenue,current_ratio,deferred_asset_charges,deferred_liability_charges,depreciation,earnings_before_interest_and_tax,earnings_before_tax,effect_of_exchange_rate,equity_earnings/loss_unconsolidated_subsidiary,fixed_assets,goodwill,gross_margin,gross_profit,income_tax,intangible_assets,interest_expense,inventory,investments,liabilities,long-term_debt,long-term_investments,minority_interest,misc._stocks,net_borrowings,net_cash_flow,net_cash_flow-operating,net_cash_flows-financing,net_cash_flows-investing,net_income,net_income_adjustments,net_income_applicable_to_common_shareholders,net_income-cont._operations,net_receivables,non-recurring_items,operating_income,operating_margin,other_assets,other_current_assets,other_current_liabilities,other_equity,other_financing_activities,other_investing_activities,other_liabilities,other_operating_activities,other_operating_items,pre-tax_margin,pre-tax_roe,profit_margin,quick_ratio,research_and_development,retained_earnings,sale_and_purchase_of_stock,"sales,_general_and_admin.",short-term_debt_/_current_portion_of_long-term_debt,short-term_investments,total_assets,total_current_assets,total_current_liabilities,total_equity,total_liabilities,total_liabilities_&_equity,total_revenue,treasury_stock,for_year,earnings_per_share,estimated_shares_outstanding,year,symbol,price_year,yearly_price,security,sec_filings,gics_sector,gics_sub_industry,address_of_headquarters,date_first_added,cik,pe_ratio
AAL,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,AAL,2012,,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",3/23/2015,6201,
AAL,12/31/2013,0.621577575,-0.581081081,0.388577257,1.913043478,0.649364407,1.256017039,0.41509434,0.635338346,,-0.960629921,0.049528527,0.333333333,,3.192825112,0.018981019,-0.269718698,-0.108384458,,,0.437024325,,0.017241379,0.095291167,-0.391915641,1.659378596,0.35443038,0.744827586,-4.859477124,-1.496828753,1.157532322,,,,-3.164705882,2.350253807,-0.474708171,6.865424431,1.427753024,-0.02238806,-0.086341463,-0.02238806,0.099167483,0.387900356,0.448186528,8.452702703,4,0.060913706,1.340255591,0.632404951,-0.318120805,0.133863486,42.72727273,-0.015316564,-0.602836879,0.009467456,-0.2,1.580645161,-0.125,0.333333333,,0.193827943,,-0.004931802,0.019027484,1.377198124,0.798298596,1.025311086,0.5321274,-0.658069363,0.808243944,1.501064837,0.075960571,-1,0.000497018,1.008928571,-0.513366501,2013,AAL,2013,0.732818142,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",3/23/2015,6201,-0.137441636
AAL,12/31/2014,-0.061708543,0.720430108,-0.944913698,1.134328358,0.705523443,0.42890861,-0.2,-0.187126437,,0.4,0.417551502,-0.153846154,,-0.113368984,0.315686275,-4.09592145,-2.473394495,,,0.198608443,0.001223691,0.06779661,0.719028237,-1.953757225,-0.030722631,0.036214953,-0.007905138,-2.523285351,3.365957447,0.044942357,,,,-0.923007246,-1.221212121,3.562962963,-1.082916557,-0.236759308,-2.571428571,-0.710624666,-2.571428571,-1.642013812,0.13525641,0.431127013,2.037169407,1,-0.103958243,-0.387030717,-0.044143534,1.243602362,-0.522501461,0.249480249,-0.267314784,7.928571429,0.518171161,0,0.9875,0,-0.166666667,,-0.242032578,,0.601951522,0.159751037,-0.222167427,0.022399357,-0.179641137,-0.029117775,-1.74002197,-0.084538648,0.022399357,0.594809857,,0.000496771,-1.357333333,3.397654584,2014,AAL,2014,1.140080641,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",3/23/2015,6201,-6.989031644
AAL,12/31/2015,0.092973436,-3.2,3.72,-0.055944056,0.158162305,-0.234159234,-0.15,-0.386312217,,-0.142857143,-0.289628681,-0.170454545,,-0.195416164,0.10804769,0.340814833,0.437110834,,,0.191734535,0,0.158730159,0.105956345,-10.07272727,0.004017857,-0.00789177,-0.140438247,-0.753752084,-0.383040936,0.142554385,,,,15.8,3.136986301,1.028896104,2.996825397,0.9216764,1.640527412,-5.911439114,1.640527412,1.640527412,-0.195369848,0.31375,0.460108261,0.5,0.020873786,-0.167037862,-0.111488879,0.037946918,-0.88249694,-0.81031614,-0.06863104,-1.19,0.053281853,0.375,-0.48427673,1.714285714,-0.1625,,-0.856341976,2.655893536,0.028473364,0.330351819,-0.070534158,0.120069404,-0.150212766,0.014995524,1.788223652,0.038248714,0.120069404,-0.038921454,,0.000496524,1.833333333,-0.068049149,2015,AAL,2015,0.159246433,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",3/23/2015,6201,-0.5908542
AAP,12/29/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,AAP,2012,,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Roanoke, Virginia",7/9/2015,1158449,
AAP,12/28/2013,0.082917575,-0.637603093,3.496666667,-0.1875,-0.278134242,0.021295041,0.739130435,0.859974152,-0.218153808,0,0.0433545,0.161290323,,,0.096288988,0.007753281,0.003723917,,,-0.005038888,1.616018013,0,0.049744419,-0.007461803,0.728965159,0.082060223,0.10740147,,-0.594872902,0.741498624,,,,1.511645862,-0.047851761,-0.204340993,1.589514256,0.326506165,0.010545051,-1.089571447,0.010545051,0.010545051,0.207638363,,0.004568586,-0.090909091,0.245531367,-0.101923804,0.033913264,0.380952381,-0.187766799,91.62249443,-0.033072408,0.340679411,,0,-0.211538462,0,0.529411765,,0.523446636,3.149677419,0.061910804,0.46092504,,0.206111473,0.252868538,0.08014688,0.252343697,0.189663897,0.206111473,0.046544861,2.981915483,0.000497018,0.013232514,-0.002652366,2013,AAP,2013,0.120093912,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Roanoke, Virginia",7/9/2015,1158449,0.10546582
AAP,1/3/2015,0.385859249,0.486647342,0.146034099,-0.038461538,0.166987643,0.059575413,-0.925,-0.905911255,0.118636156,0,0.662800756,-0.097222222,,,0.370066652,0.289263004,0.247440126,,,0.113524215,3.981239523,-0.1,0.369438211,0.225575349,14.00090231,1.004697143,0.539944151,,0.124528848,0.554441666,,,,0.34540555,-2.959328097,0.300304448,0.738772466,5.319228847,0.260535841,-37.2059387,0.260535841,0.260535841,1.088744394,,0.289848225,-0.1,0.153547378,1.796683894,-0.755571364,-4.349714906,-0.337020839,11.38227232,-0.037851122,-6.765325584,,-0.2,-0.048780488,-0.166666667,-0.576923077,,0.437263569,-1.01844942,0.38971529,-0.364628821,,0.430850202,0.188414051,0.321772217,0.321003426,0.471988251,0.430850202,0.515882808,0.047770878,0.000496771,0.259328358,0.000958831,2015,AAP,2015,0.92051352,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Roanoke, Virginia",7/9/2015,1158449,0.525029995
AAP,1/2/2016,0.039005951,-0.554523014,-3.420439845,-0.24,0.027582011,0.071742355,-0.333333333,-0.132691959,0.072209508,0,-0.014099908,0,,-0.027839077,-0.053450559,-0.042706966,-0.036480956,-0.05643897,,0.001778594,-0.005969304,0,-0.006924939,-0.028094127,-0.081537176,-0.108979948,0.060405313,,-0.100688384,-0.258599985,,,,-1.710988144,-0.986218496,-0.027290896,-1.774341869,-0.889274581,-0.041364856,-0.599857139,-0.041364856,-0.041364856,0.030980037,,-0.030444635,-0.111111111,0.806699171,-0.352716387,0.052862737,2.571289617,-0.25206497,-0.990960733,0.031416391,-1.116930784,,0,-0.205128205,0,-0.090909091,,0.291141675,-2.047050562,-0.001363446,0.027491409,,0.021627638,0.042122825,0.039147431,0.228535253,-0.047912004,0.021627638,-0.01085377,0.058959343,0.000496524,-0.044444444,0.003222825,2016,AAP,2016,-0.049858009,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Roanoke, Virginia",7/9/2015,1158449,-0.005665359
AAPL,9/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,AAPL,2013,,Apple Inc.,reports,Information Technology,Computer Hardware,"Cupertino, California",11/30/1982,320193,
AAPL,9/27/2014,0.343041714,2.310415598,-0.152249135,0.166666667,0.172198408,,-0.569892473,-0.029104425,-0.921891059,0.179568913,0.053017654,-0.357142857,,0.154666667,0.175965665,0.066354302,0.066354302,,,0.242634211,1.927076728,0.026315789,0.096930207,0.065177619,-0.008853793,,0.196712018,-0.624532069,0.611538462,0.709139151,0.225457798,,,0.08108428,-1.11813265,0.112678418,1.2925087,-0.331467993,0.066771067,0.535061874,0.066771067,0.066771067,0.308915083,,0.071511664,0,-0.268558103,0.424876489,0.142030935,-3.297239915,0.070240296,1.540523293,0.228523357,-0.84537037,,0,0.170731707,0,-0.359756098,0.349944134,-0.164057704,0.982534707,0.107386888,,-0.57267851,0.119995169,-0.064882788,0.453296074,-0.097143643,0.441468646,0.119995169,0.069539524,,0.000496771,-0.837871596,5.579791341,2014,AAPL,2014,0.366493687,Apple Inc.,reports,Information Technology,Computer Hardware,"Cupertino, California",11/30/1982,320193,7.428465685
AAPL,9/26/2015,0.247117104,-0.515809051,0.31122449,0.285714286,0.175112318,,0.3,0.525570644,2.131578947,0.175996225,0.24791997,0.027777778,,0.195645002,0.416687642,0.355851392,0.355851392,,,0.089555857,0.108318891,0.025641026,0.327331755,0.368424819,-0.060115886,,0.112742776,3.92046084,0.132756563,0.839755753,0.260467725,,,0.604346874,-18.53253012,0.360943178,-0.528189832,1.492315869,0.351404708,-0.046449136,0.351404708,0.351404708,-0.037860291,,0.35668438,0.034482759,0.440488842,0.538343871,0.052879519,-1.318853974,0.29447323,-0.846772168,0.346451301,-2.071856287,,0.068965517,0.270833333,0.045454545,0.028571429,0.335374938,0.058885625,-0.215947594,0.194780289,0.743658846,0.823288525,0.252356161,0.3041981,0.27048922,0.0699974,0.421457786,0.252356161,0.278563418,,0.000496524,0.429892142,-0.054890458,2015,AAPL,2015,0.301039934,Apple Inc.,reports,Information Technology,Computer Hardware,"Cupertino, California",11/30/1982,320193,-0.090113236
AAPL,9/24/2016,-0.022251158,-1.33418694,0.049027237,-0.2,0.132213035,,0.634615385,-0.030113636,-1.911764706,0.139881821,-0.062196175,0.216216216,,-0.191501104,-0.066802878,-0.153664759,-0.153664759,,,0.201993681,0.058248632,-0.025,-0.100004272,-0.179697715,-0.176470588,,-0.092379736,-0.279059819,-1.122925994,0.414371168,0.038795599,,,-0.247329807,-1.087410665,-0.190017966,0.156186498,-0.182979706,-0.144342061,0.841384863,-0.144342061,-0.144342061,-0.034406618,,-0.157321353,-0.066666667,0.615086684,-0.450911501,-0.096196868,-2.837681159,0.04736491,1.001639344,0.079187483,-7.089385475,,-0.096774194,-0.213114754,-0.086956522,0.231481481,0.245196479,0.044211348,-0.157966004,-0.009421453,0.055095918,1.278746155,0.107943998,0.195696928,-0.019898276,0.074517197,0.131276683,0.107943998,-0.077342062,,0.000496278,-0.100215517,-0.049041237,2016,AAPL,2016,-0.128590403,Apple Inc.,reports,Information Technology,Computer Hardware,"Cupertino, California",11/30/1982,320193,-0.031535202
ABBV,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,ABBV,2013,,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",12/31/2012,1551152,
ABBV,12/31/2014,0.078473945,-1.25256975,11.05555556,0.108695652,0.246435845,0.142467992,-0.486111111,-0.129963523,2.625,0,-0.033835407,-0.455598456,,,-0.123745819,-0.50802139,-0.555701425,56.7,,0.081375109,-0.066114386,0.026315789,0.093250757,-0.505813953,-0.199470899,0.40647482,-0.022608696,-0.826478873,-0.546948357,-0.262664428,-0.220338983,,,-0.991680532,-1.337574445,-0.433700335,-0.043288786,-2.053469852,-0.570251938,2.042808219,-0.570251938,-0.570251938,-0.168432394,0.041420118,-0.397775424,-0.433333333,0.929595828,0.58184765,,3.595022624,-0.811501597,0.535802469,0.041301273,-1.479302832,,-0.571428571,0.142857143,-0.590909091,-0.46090535,0.154816112,-0.65858328,-16.81481481,0.583333333,9.299303944,-0.913333333,-0.057709432,-0.099002689,0.656200029,-0.612199466,0.043106938,-0.057709432,0.062267163,2.0375,0.000496771,-0.569767442,-0.001126126,2014,ABBV,2014,0.270206286,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",12/31/2012,1551152,1.952371367
ABBV,12/31/2015,0.216997412,5.255813953,-0.683563748,0.274509804,-0.130718954,2.118741059,0.040540541,0.006109248,1.137931034,0.0625,0.016719385,0.063829787,,32.18238994,0.063613232,1.65615942,1.804981005,-0.480069324,,0.032193159,1.24633231,0.025641026,0.181859148,1.522689076,12.02643754,0.754475703,0.529359431,-0.905844156,-8.787564767,1.774720061,0.576086957,,,-3325.6,-1.040898156,1.123133277,-2.7467355,12.96976242,1.899661781,-0.408553742,1.899661781,1.899661781,0.021377672,-0.573863636,1.209615948,0.941176471,-0.223648649,-0.25307377,,0.260955194,-1.508474576,18.98874598,0.003803314,-3.322727273,,1.416666667,0.235294118,1.555555556,0.022900763,0.299666363,3.201869159,16.38875878,-0.246282747,-0.452354134,-0.692307692,0.928179406,0.014489149,-0.043798824,1.264638347,0.905436343,0.928179406,0.145240481,8.093621399,0.000496524,1.837837838,0.02178558,2015,ABBV,2015,0.119800889,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",12/31/2012,1551152,-0.605403496
ABC,9/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,ABC,2013,,AmerisourceBergen Corp,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",,1140859,
ABC,9/30/2014,0.160015023,-0.594257861,648.8636364,-0.263157895,0.306283033,0.164419447,0.25,0.469134188,-0.122431339,0.012322629,0.364364211,0,,,0.151200576,-0.161248059,-0.187511068,,,0.119494351,,-0.333333333,0.189226974,0.172386813,-0.005134421,0.131764483,0.230947416,,-0.396844614,0.428915528,,,,,2.512859037,0.858403172,-0.321186472,-4.276095855,-0.36770677,2.875150758,-0.36770677,-0.428950115,0.043120696,,-0.129461409,0,0.58155814,-0.342595817,,0.466786912,-1,-1.005955397,-0.733796268,-1.124345342,0.163355653,0,-0.055555556,,-0.04,,0.041112718,0.90590721,0.389958362,,,0.138146573,0.167195523,0.160015023,-0.15641633,0.17931262,0.138146573,0.359370843,0.525115107,0.000496771,-0.35106383,-0.025646498,2014,ABC,2014,0.313352228,AmerisourceBergen Corp,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",,1140859,1.023854253
ABC,9/30/2015,0.250900108,0.576057833,0.546478282,0.571428571,-0.124299981,0.359121703,0,0.198466364,0.057198968,0.014385835,0.135913622,-0.030927835,,7.060529425,0.301962699,-0.498339078,-0.598479092,,,0.325626791,,0.5,0.183393655,0.049066318,-0.427551537,0.303728149,0.135124738,-0.268095149,1.216799042,0.873704671,,,,1.641922168,-0.378485456,1.677921202,0.256747622,6.630162304,-1.503828903,0.728638199,-1.503828903,-1.490336295,0.302566672,,-0.460139549,-1,-0.148802802,1.224666596,,1.619471237,,1371.566176,-0.038318212,-2.759179419,0.317760229,-1,0.294117647,,0.020833333,,-0.258489878,1.659843136,0.420990806,,,0.298659871,0.210371421,0.250900108,-0.685019002,0.39699613,0.298659871,0.137097898,0.79434291,0.000496524,-1.508196721,-0.00859474,2015,ABC,2015,0.394493194,AmerisourceBergen Corp,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",,1140859,-3.744002737
ABC,9/30/2016,0.143289437,-0.382791236,-1.11415649,2.045454545,1.006243928,0.159648781,0.1,0.265008245,-0.197171671,0.010181818,0.076601973,-0.042553191,,0.139146402,0.531970249,3.049793651,4.171361223,,,0.283580012,0.44568816,0,0.210605577,-1.090926954,0.489047568,0.28317253,0.099314881,-1.472220289,-0.395887685,0.035039079,,,,-0.523376927,0.600288636,-0.189619522,-1.893911734,0.081201161,-11.33495458,-0.790668896,-11.33495458,-11.33495458,0.115886012,,2.613694283,,0.053106803,0.112263956,,-0.161552962,,0.050474752,0.89001696,0.243139156,0.466949545,,0.477272727,,-0.020408163,,0.978499582,-1.101436237,-0.166649641,,,0.203598386,0.123797511,0.171611922,2.454659905,0.152859976,0.203598386,0.080080455,0.059024615,0.000496278,-11.85483871,-0.047894229,2016,ABC,2016,-0.200707778,AmerisourceBergen Corp,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",,1140859,-1.073634647
ABT,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,ABT,2012,,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",3/31/1964,1800,
ABT,12/31/2013,-0.453760676,-4.138888889,-1.042063492,-0.545454545,-0.362116992,,-0.254385965,-0.678300315,-0.630695444,0.024925564,0.03303742,-0.144067797,-0.343604108,,-0.382099209,20.86,-10.27727273,-1.65,,-0.259456778,-0.380499556,0,0.030834401,-1.115973742,-0.332207732,-0.546875,-0.290007909,-0.273350751,-0.237006237,-0.812662427,-0.565693431,0.043478261,,-0.593927034,-2.836801203,-0.643117887,-35.33846154,-0.293345324,-0.568002683,-0.890444811,-0.568002683,7.388185654,-0.385413718,,0.568382353,0.571428571,,0.105293113,,-0.440178075,11.27639155,-0.204836415,-0.471016893,-4.742857143,-0.011764706,9,7,-0.580645161,-0.15942029,-0.061601643,-0.089934164,1.354085603,-0.05389755,0.327059808,0.057410796,-0.361151186,-0.385531399,-0.284111446,-0.058006811,-0.561089994,-0.361151186,0.031863517,0.224110177,0.000497018,-0.563829787,-0.009567127,2013,ABT,2013,0.18405363,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",3/31/1964,1800,1.714659542
ABT,12/31/2014,-0.100537996,0.725663717,0.301886792,0.1,-0.059388646,,-0.494117647,0.169208633,0.928571429,0.027805445,0.00271946,-0.356435644,0.559032717,,-0.09947644,0.220494053,0.233708966,4.5,,0.317869704,0.030188293,0.018867925,0.053994648,14.03773585,0.080732345,0.034482759,-0.018566654,-2.850337079,-0.974568574,0.001475797,0.924369748,0.177083333,,-0.572544643,-1.080251126,0.105595668,-0.590501792,-0.948587427,-0.113354037,0.251879699,-0.113354037,-0.134305835,-0.449493399,,0.218471636,0.181818182,,0.476313079,0.761658031,1.511431412,-0.937460913,4.799642218,0.191400543,-0.770992366,-0.056122449,0.2,0.5,-0.153846154,-0.402298851,-0.01896426,0.040720688,0.459504132,0.024795982,0.398361172,-0.914125027,-0.040649082,-0.295682444,0.100978227,-0.144809503,0.106793387,-0.040649082,0.030014753,0.267971946,0.000496771,-0.085365854,-0.030600414,2014,ABT,2014,0.148669816,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",3/31/1964,1800,0.255878998
ABT,12/31/2015,0.062242991,-0.123076923,5.942028986,0.909090909,0.030640669,,0.558139535,0.230863894,-0.134680135,0.028345312,-0.051095682,0.184615385,-0.35553528,,-0.049095607,0.254122939,0.264098491,0.384615385,,-0.271571991,-0.042614483,0.055555556,0.057031463,-0.276035132,-0.102613746,0.086666667,-0.016647749,-1.199417051,-8.678571429,0.730327144,16.64628821,0.017699115,,0.497389034,0.595238095,-0.19292517,-0.184536834,-3.00990099,0.936514886,-9.327327327,0.936514886,0.514235909,-0.046848857,,0.103116583,0.076923077,,-0.29787234,-0.451470588,0.317633089,-0.9575,-1.720851326,-0.147862649,0.9,0.082882883,0.333333333,0.25,1,0.211538462,0.044609665,0.126038297,0.088901472,0.039050536,-0.294568402,1.831234257,0.000970709,0.044187076,-0.122384637,-0.014633467,0.018037701,0.000970709,0.007803625,0.22401475,0.000496524,0.96,-0.011982201,2015,ABT,2015,0.130670949,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",3/31/1964,1800,-0.423127067
ADBE,11/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,ADBE,2013,,Adobe Systems Inc,reports,Information Technology,Application Software,"San Jose, California",5/5/1997,796343,
ADBE,11/28/2014,0.06432026,-0.764391215,8.096112311,0,-0.212499602,0.11371458,-0.278846154,0.338915543,,0,0.060561889,-0.301886792,,-0.068048179,-0.023774465,-0.00599789,0.014699234,0.268460218,,0.189987784,-0.01048181,-0.011627907,0.016231521,0.405480984,-0.224024955,-0.115186348,,0.011183504,1.114177624,-0.392324536,-0.611853946,,,82.43181818,-1.478993931,0.117910611,-0.092740969,-0.583370903,-0.074452127,-0.18107254,-0.074452127,-0.074452127,-0.02134839,-0.249613164,-0.023746046,0,0.401615606,0.033202046,0.426406043,-1.175563412,,-0.956194723,0.014220804,-0.965447045,0.003253339,0,0,-0.142857143,-0.301886792,0.021438828,-0.000673982,-0.089098567,0.025722959,40.10309349,0.120936852,0.039067376,0.137520703,0.635000341,0.007624355,0.096907156,0.039067376,0.022643543,0.075664733,0.000496771,-0.068965517,-0.005893025,2014,ADBE,2014,0.441199516,Adobe Systems Inc,reports,Information Technology,Application Software,"San Jose, California",5/5/1997,796343,0.547955036
ADBE,11/27/2015,0.004113827,-11.02800202,3.139855158,1.25,0.246770757,0.107552875,0.2,-0.215536066,,0,0.196497235,0.178378378,,-0.35128191,0.082537708,1.227373975,1.417927588,2.203519856,,0.00292693,0.136578609,-0.011764706,0.149279784,1.626665663,0.085902202,0.074532914,,0.712230423,-0.100397365,1.093360012,0,,,-27.36141378,-1.85149411,0.141376734,-0.604388477,2.033088992,1.345613741,-0.234777016,1.345613741,1.345613741,-0.021937798,-0.921591309,1.188339775,0.9,0.265344575,-0.079404636,0.286228423,19.88954781,,24.77763237,0.68453297,3.015119917,0.309495651,1,1.4,1.166666667,0.178378378,0.021764594,0.047533655,0.185530766,0.008890802,-1,0.186657519,0.087211006,0.04770716,-0.112602253,0.033305514,0.178299639,0.087211006,0.156362632,0.089022012,0.000496524,1.333333333,0.005263032,2015,ADBE,2015,0.200358038,Adobe Systems Inc,reports,Information Technology,Application Software,"San Jose, California",5/5/1997,796343,-0.485560841
ADBE,12/2/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,ADBE,2016,,Adobe Systems Inc,reports,Information Technology,Application Software,"San Jose, California",5/5/1997,796343,
ADI,11/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,ADI,2013,,"Analog Devices, Inc.",reports,Information Technology,Semiconductors,"Norwood, Massachusetts",,6281,
ADI,11/1/2014,0.332845328,-3.94578654,-0.869669838,-0.071428571,0.445577457,-0.096675137,-0.507917174,0.451795383,-0.13618677,0.000520813,0.099127994,-0.438998957,0.109405827,9.97820606,0.285773801,-0.092941211,-0.105452686,-3.221664275,,0.224827863,4.780952582,0,0.081408712,-0.294784117,22.51506024,0.283447716,0.298549078,-3.199912922,0.174432109,0.000628267,2.510744235,,,-1,-2.295442579,-0.044657449,4.734160725,-0.879200064,-0.065579588,-0.146943215,-0.065579588,-0.065579588,0.138903397,0.250402037,-0.000784782,-0.103448276,0.21180995,0.161379742,0.125317264,1.092295086,-2.37386162,-22.31255715,0.494415407,-0.522904303,117.2727273,-0.193548387,-0.117647059,-0.153846154,-0.465934066,0.090931418,0.043165111,-1.635740677,0.147496549,,-0.464616695,0.074891683,-0.303437507,0.242841518,0.003865536,0.27988447,0.074891683,0.087741567,,0.000496771,-0.840182648,4.846802006,2014,ADI,2014,0.103505042,"Analog Devices, Inc.",reports,Information Technology,Semiconductors,"Norwood, Massachusetts",,6281,5.904788692
ADI,10/31/2015,0.019235012,0.952770159,-0.458737656,0.076923077,-0.13463322,-0.013333167,-0.326732673,0.55358702,-2.442942943,0.002737666,0.13652334,-0.319702602,0.179366819,-0.022467799,0.565401141,0.095553238,0.11074183,0.275427833,,0.034844527,-0.003599527,0.03125,0.234442582,0.132076981,-0.130897733,-0.222918583,0.120640779,-0.924706992,-0.410687446,-0.432461912,0.304919012,,,,0.778891749,0.041528129,-0.008683512,-0.850763828,0.107350791,-0.969445501,0.107350791,0.107350791,0.133632328,-1,0.104131118,-0.076923077,-0.185293054,-0.181205728,0.077763212,-0.698260209,-1.109073691,-0.992165243,-0.521899128,0.439650146,2.394235204,-0.04,0.066666667,-0.090909091,-0.323045267,0.138958273,0.048639772,-0.332262277,0.545372969,,-0.066453802,0.02902274,0.070217735,0.570517702,0.066218752,-0.055179078,0.02902274,0.199079997,,0.000496524,-0.114285714,0.250234764,2015,ADI,2015,0.160371703,"Analog Devices, Inc.",reports,Information Technology,Semiconductors,"Norwood, Massachusetts",,6281,0.310097084
ADI,10/29/2016,-0.017106246,-0.868086182,1.78692686,0.214285714,-0.172531826,-0.36598874,0.904411765,0.041588596,-2.074921956,-0.012458903,0.015653623,0.734972678,0.089842723,-0.458115152,-0.056020518,0.249101708,0.181217705,-0.258481013,,-0.012410924,0.02602464,-0.015151515,-0.014203311,-0.158774595,-0.058522717,2.283647799,-0.086727591,-7.500298998,0.136463297,2.496938473,0.254833543,,,,-0.883285732,0.410991212,-0.959907488,70.13985401,0.236463197,-66.11859444,0.236463197,0.236463197,-0.198330558,,0.237435322,0.25,0.151870023,0.525835723,0.171453612,0.451574207,5.935280189,5.629074316,0.220279414,-2.341028757,-0.206016893,0.166666667,0.1875,0.25,0.784194529,0.025659689,0.07853488,1.957813309,-0.34328337,-1,0.461670028,0.12913016,0.219464264,-0.296924797,0.018265277,0.412344938,0.12913016,-0.003983299,,0.000496278,2.096774194,-0.600725426,2016,ADI,2016,0.009379072,"Analog Devices, Inc.",reports,Information Technology,Semiconductors,"Norwood, Massachusetts",,6281,-0.674054675
ADM,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,ADM,2012,,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,"Decatur, Illinois",7/29/1981,7084,
ADM,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,ADM,2013,,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,"Decatur, Illinois",7/29/1981,7084,
ADM,12/31/2014,0.078174744,0.435810811,1.187096774,0.571428571,-0.020810515,,-0.125,-0.156170573,-0.49862259,-0.166395046,-0.110364896,-0.082417582,,0.147790055,-0.01650165,0.4226508,0.546442688,,-0.094890511,-0.028213475,,0.5,0.226022114,0.308955224,5.046345811,-0.18401937,-0.180666026,-2.009615385,5.680628272,0.033850757,0.081809194,0.447368421,,-0.370438629,-2.437100213,-0.050516648,0.103331277,4.904679376,0.675111773,-15.83333333,0.675111773,0.494580719,-0.161290323,-0.594594595,0.473009086,0.5,-0.269874477,0.174645669,,20.77192982,0.301369863,-11.37931034,0.425339367,6.526315789,,1,0.6,2,-0.018348624,,0.11536549,12.26732673,0.084138715,-0.913328956,0.189376443,0.005599744,-0.087697161,-0.003576447,-0.028825164,0.034340776,0.00521572,-0.095797515,,0.000496771,0.694581281,-0.011489273,2014,ADM,2014,0.30702239,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,"Decatur, Illinois",7/29/1981,7084,-0.228704811
